"lemma","prior_polarity_score"
"khaki",0.01
"khanate",0.10
"khukuri",0.12
"ki",0.15
"kibble",0.12
"kibe",-0.07
"kick",-0.11
"kick",-0.11
"kicker",0.02
"kickoff",-0.01
"kid",0.55
"kid",0.55
"kid-glove",0.21
"kidnap",-0.70
"kidnapper",-0.80
"kidnapping",-0.73
"kidney",-0.02
"kidney-shaped",0.12
"kike",-0.34
"kill",-0.79
"kill",-0.79
"killable",0.12
"killer",-0.81
"killing",-0.76
"killing",-0.76
"killjoy",-0.29
"kilo",-0.17
"kilometer",0.13
"kiloton",-0.02
"kilt",0.03
"kimono",0.22
"kin",0.21
"kinanesthesia",-0.33
"kind",0.69
"kind",0.69
"kindergarten",0.40
"kindhearted",0.28
"kind-hearted",0.28
"kindheartedness",0.21
"kind-heartedness",0.21
"kindle",-2.1e-04
"kindliness",0.28
"kindling",0.11
"kindly",0.21
"kindly",0.28
"kindness",0.66
"kindred",0.36
"kindred",0.36
"kinematics",-0.28
"kinesiology",-0.02
"kinesis",-0.34
"kinetic",0.02
"king",0.25
"kingcup",-0.02
"kingdom",0.43
"kinglet",-0.07
"kinglike",0.21
"kingly",0.21
"kingpin",-0.15
"kingship",0.21
"kink",0.07
"kink",0.07
"kinkajou",0.17
"kinky",0.17
"kinosternidae",-0.07
"kinosternon",-0.07
"kinship",0.63
"kip",-0.07
"kiplingesque",0.17
"kirtle",-0.02
"kiss",0.69
"kiss",0.69
"kisser",0.58
"kissing",-0.17
"kit",0.27
"kit",0.27
"kitchen",0.29
"kite",0.47
"kite",0.47
"kitsch",-0.39
"kitschy",0.12
"kitten",0.64
"kitten",0.64
"kittenish",0.21
"kitty",0.12
"kiwi",0.27
"kiwi-sized",0.12
"klee",0.12
"kleptomania",-0.01
"kleptomaniac",-0.28
"klopstock",0.12
"klutz",-0.29
"knack",0.17
"knackwurst",0.17
"knapsack",0.07
"knave",-0.16
"knavery",0.21
"knavish",0.25
"knavishly",0.15
"knee",-0.07
"kneecap",-0.11
"kneecap",-0.11
"knee-hi",-0.19
"knee-high",-0.19
"kneel",-0.25
"kneel",-0.25
"knickers",0.18
"knickknack",0.10
"knickknackery",0.12
"knife",-0.16
"knife",-0.16
"knife-edge",-0.07
"knifelike",0.05
"knight",0.17
"knighthood",0.30
"knightliness",0.17
"knightly",-0.05
"knit",0.21
"knit",0.21
"knitting",-0.06
"knob",0.05
"knobbed",-0.19
"knock",0.11
"knock",0.11
"knockabout",-0.22
"knock-down",0.17
"knock-down-and-drag-out",-0.16
"knockdown-dragout",-0.16
"knocked-out",-0.39
"knocker",0.01
"knock-kneed",-0.17
"knockoff",-0.36
"knockout",-0.01
"knockout",-0.01
"knockwurst",0.17
"knoll",0.02
"knot",-0.10
"knot",-0.10
"knotgrass",-0.28
"knotted",-0.06
"knottiness",-0.03
"knotty",-0.28
"know",0.45
"know",0.45
"knowable",0.28
"know-how",0.28
"knowing",-0.06
"knowing",0.26
"knowingly",0.12
"knowingness",0.22
"knowledge",0.57
"knowledgeability",0.17
"knowledgeable",0.73
"knowledgeableness",0.17
"known",0.21
"knuckle",-0.08
"knuckle",-0.08
"knucklehead",-0.30
"koala",0.41
"koan",0.15
"koch",-0.19
"ko'd",-0.07
"kogia",0.12
"kolkwitzia",0.12
"kook",-0.12
"kookie",-0.28
"kooky",0.35
"kosher",-0.08
"kosher",-0.08
"kotow",0.12
"kowtow",0.12
"krait",-0.07
"kraut",-0.07
"krishna",0.12
"krummhorn",-0.07
"kudos",0.48
"kumquat",0.27
"kuru",-0.28
"kvetch",-0.42
"kvetch",-0.02
"kwashiorkor",-0.42
"kyphosis",-0.07
"kyphotic",-0.34
"lab",-0.10
"laban",0.12
"label",-0.05
"label",-0.05
"labeled",0.04
"labelled",0.04
"labiatae",0.12
"labile",-0.02
"labor",-0.06
"labor",-0.06
"laboratory",0.03
"labored",-0.18
"laborer",-0.07
"laboring",-0.28
"labor-intensive",-0.34
"laborious",-0.25
"laboriously",0.15
"laboriousness",-0.05
"labour",0.11
"laboured",-0.18
"labouring",-0.28
"labour-intensive",-0.34
"labrocyte",-0.07
"labyrinth",-0.04
"labyrinthian",0.17
"labyrinthine",0.17
"labyrinthitis",-0.06
"labyrinthodonta",0.12
"labyrinthodontia",0.12
"lace",0.39
"lace",0.39
"lacelike",-0.07
"lacerate",-0.25
"lacerate",-0.16
"lacerated",-0.25
"laceration",-0.39
"lachrymose",-0.26
"lacing",-0.06
"laciniate",0.12
"lack",-0.33
"lack",-0.33
"lackadaisical",0.04
"lackadaisically",0.12
"lackey",-0.17
"lacking",-0.38
"lackluster",-0.09
"lacklustre",-0.09
"laconic",0.12
"laconicism",-0.19
"laconism",-0.19
"lacquer",-0.01
"lacquer",-0.01
"lacrosse",0.07
"lactating",-0.07
"lactation",0.12
"lactobacillaceae",0.12
"lactobacteriaceae",0.12
"lactogenic",0.12
"lactose",-0.14
"lactuca",-0.28
"lacy",0.02
"lad",0.29
"ladder",0.08
"ladder",0.08
"ladder-proof",0.12
"laddie",0.12
"laden",-0.12
"ladened",-0.28
"la-di-da",0.25
"ladle",0.02
"ladle",0.02
"lady",0.47
"ladybug",0.47
"ladylike",0.17
"ladylikeness",0.21
"lady-of-the-night",0.12
"ladyship",0.31
"lady-slipper",-0.34
"laevulose",-0.07
"lag",-0.27
"lag",-0.27
"lager",0.10
"lagoon",0.30
"lagophthalmos",0.21
"laic",-0.38
"laid-back",-0.25
"lair",1.0e-05
"lake",0.53
"lakshmi",-0.25
"lallation",-0.11
"lallygag",0.12
"lam",-0.02
"lama",-0.06
"lamaism",-0.19
"lamb",0.32
"lamb",0.32
"lambast",-0.16
"lambaste",-0.16
"lambdacism",-0.02
"lambent",0.15
"lamblike",0.08
"lame",-0.45
"lame",-0.45
"lame",-0.45
"lamella",0.12
"lamellibranchia",0.12
"lameness",-0.12
"lament",-0.21
"lament",-0.21
"lamentable",-0.28
"lamentably",-0.39
"lamentation",-0.36
"lamented",-0.28
"lamenter",-0.07
"lamenting",-0.38
"lamiaceae",0.12
"laminectomy",0.15
"laminitis",-0.07
"lamisil",0.15
"lamivudine",-0.19
"lammastide",0.12
"lamp",0.18
"lampoon",-0.19
"lamppost",0.07
"lampris",-0.07
"lanate",-0.07
"lancastrian",-0.02
"lance",-0.07
"lance",-0.07
"lancelike",0.15
"lancelot",0.12
"lanceolate",0.15
"lancer",-0.10
"lancet",0.15
"lancinate",-0.28
"lancinating",-0.28
"land",0.40
"land",0.40
"landau",-0.02
"landfall",-0.01
"landfill",-0.46
"landing",0.02
"landlady",-0.22
"landlord",-0.37
"landlubberly",0.15
"landmark",0.25
"landrover",0.17
"landscape",0.50
"landscape",0.50
"landscaping",0.39
"landslide",-0.06
"lane",0.07
"language",0.34
"languid",0.15
"languidly",0.15
"languish",-0.13
"languisher",-0.07
"languor",0.11
"languorous",0.15
"languorously",0.15
"lank",-0.02
"lankiness",0.15
"lanky",0.17
"lantern",0.09
"lantern-fly",0.12
"lantern-jawed",0.17
"lanthanide",-0.07
"lanthanoid",-0.07
"lanthanon",-0.07
"lanthanotidae",0.12
"lap",0.22
"lap",0.22
"lapdog",0.36
"lapel",0.18
"lapful",-0.07
"lapidation",-0.07
"lappula",-0.38
"lapse",-0.16
"lapse",-0.16
"lapsed",-0.38
"laptop",0.48
"laputan",-0.10
"larcenous",-0.38
"larceny",-0.47
"lard",-0.36
"lard",-0.36
"large",0.19
"large",0.19
"large",0.19
"large-grained",-0.38
"large-hearted",0.28
"large-leafed",-0.07
"large-leaved",-0.07
"large-minded",0.28
"large-mouthed",-0.07
"largeness",0.17
"larger",0.12
"larger-than-life",0.36
"largess",-0.16
"largesse",-0.16
"larghetto",0.15
"larghissimo",0.15
"largo",0.17
"larium",-0.34
"lark",0.04
"lark",0.04
"larvacide",-0.19
"larval",-0.02
"laryngitis",-0.46
"laryngopharyngitis",-0.34
"laryngostenosis",-0.34
"laryngotracheobronchitis",-0.34
"larynx",-0.13
"lasagna",0.52
"lascivious",-0.13
"lasciviously",0.17
"lasciviousness",0.15
"lasek",-0.19
"laser",0.16
"lash",-0.09
"lash",-0.09
"lashing",-0.28
"lashings",-0.19
"lash-like",-0.08
"lasik",-0.19
"lasix",-0.07
"lass",0.10
"lassa",-0.07
"lassitude",0.19
"lasso",0.08
"lasso",0.08
"last",-0.14
"last",0.08
"lasting",0.41
"lastingly",0.21
"lastingness",0.12
"last-place",-0.06
"latch",9.0e-05
"late",-0.42
"late",-0.42
"late-blooming",0.12
"late-flowering",0.12
"latency",-0.03
"lateness",0.12
"latent",-0.13
"lateral",0.10
"lateral",0.10
"late-spring-blooming",0.12
"latest",0.10
"latex",-0.26
"lather",0.14
"lather",0.14
"lathery",-0.28
"latimeria",-0.07
"latimeridae",-0.07
"latitude",-0.04
"latitudinarian",-0.28
"latrine",-0.25
"latrodectus",-0.19
"latte",0.36
"laud",0.36
"laudability",0.28
"laudable",0.28
"laudableness",0.28
"laudably",0.21
"laudator",0.21
"laudatory",0.06
"lauder",0.17
"laudo",0.15
"laugh",0.64
"laughable",0.30
"laughably",0.12
"laugher",0.01
"laughing",-0.13
"laughingstock",-0.30
"laughter",0.76
"launch",0.35
"launch",0.35
"launcher",0.09
"launder",0.03
"laundering",0.07
"laundry",0.03
"laureate",0.21
"laureate",0.36
"laurels",0.23
"laurentius",-0.19
"lava",-0.16
"lavatory",0.04
"lavender",0.47
"lavender",0.47
"lavender-pink",-0.19
"lavish",0.44
"lavish",0.44
"lavishly",0.12
"lavishness",-0.18
"law",-0.11
"law-abiding",0.17
"lawful",0.31
"lawfully-begotten",-0.34
"lawfulness",-0.02
"lawless",-0.47
"lawlessly",0.15
"lawlessness",-0.59
"lawman",-0.05
"lawn",0.26
"lawrence",5.12e-03
"lawsuit",-0.54
"lawyer",-0.26
"lax",-0.14
"laxation",-0.02
"laxative",-0.47
"laxative",-0.47
"laxity",-0.26
"laxly",0.12
"laxness",-0.26
"lay",0.29
"lay",0.29
"lay",0.29
"layer",0.05
"layer",0.05
"layman",0.02
"layout",-0.01
"layover",-0.40
"layperson",-0.42
"lazar",-0.28
"lazaret",0.08
"lazarette",0.08
"lazaretto",0.11
"lazarus",-0.12
"lazily",0.15
"laziness",-0.27
"lazy",-0.48
"le",-0.17
"lea",-0.02
"lead",0.14
"lead",0.14
"leaded",-0.12
"leaden",-0.01
"leader",0.31
"leadership",0.25
"lead-free",0.15
"leading",0.30
"leadless",-0.42
"leaf",0.29
"leaf",0.29
"leaflike",-0.08
"leaf-like",-0.08
"leafstalk",0.12
"leafy",0.23
"leafy-stemmed",-0.07
"league",0.08
"league",0.08
"leak",-0.25
"leak",-0.25
"leakage",-0.37
"leaker",0.12
"leakiness",0.15
"leakproof",-0.34
"leaky",-0.26
"leal",0.17
"lean",0.33
"lean",0.33
"lean",0.33
"leaning",0.16
"leanness",-0.16
"leap",-0.05
"leap",-0.05
"leapfrog",-0.02
"lear",-0.07
"learn",0.46
"learned",0.27
"learnedly",0.15
"learnedness",0.17
"learner",0.35
"learning",0.17
"lease",-0.06
"lease",-0.06
"leash",0.06
"leash",0.06
"leastways",-0.28
"leastwise",-0.28
"leather",0.21
"leather",0.21
"leatherjacket",-0.15
"leave",-0.08
"leave",-0.08
"lech",0.17
"lechatelierite",0.15
"lecher",0.17
"lecherous",-0.41
"lecherousness",0.28
"lechery",-0.08
"lecture",-0.25
"lecture",-0.25
"lecturer",-0.14
"ledge",0.06
"ledger",0.08
"leech",-0.64
"leech",-0.64
"leechlike",-0.07
"leer",-0.17
"leer",-0.09
"leering",0.24
"leery",-0.38
"leeway",0.06
"left",-0.01
"left-eyed",0.12
"left-handed",-0.22
"left-handedness",0.15
"leftish",0.04
"leftover",-0.10
"leftover",-0.10
"leftovers",0.07
"lefty",0.17
"leg",0.30
"legacy",0.59
"legal",0.06
"legalism",0.04
"legality",-0.06
"legally",-0.02
"legend",0.46
"legendary",0.46
"legerdemain",0.12
"legged",0.12
"leggy",0.02
"legibility",0.15
"legibly",0.15
"legion",0.08
"legion",0.08
"legislation",-0.36
"legislature",-0.36
"legitimacy",0.13
"legitimate",0.17
"legitimate",0.17
"legitimately",0.10
"legless",-0.38
"leglike",0.15
"lego",0.28
"legs",0.15
"leguminous",0.15
"leisure",0.60
"leisured",0.08
"leisureliness",-0.17
"leisurely",0.48
"leisurely",0.48
"lekvar",0.12
"lemma",-0.01
"lemon",0.34
"lemonade",0.51
"lemonlike",-0.19
"lemon-scented",-0.19
"lemony",-0.19
"lemuridae",-0.07
"lend",-0.01
"lendable",0.15
"length",0.05
"lengthily",0.17
"lengthy",-0.15
"lenience",0.16
"leniency",0.20
"lenient",0.13
"leniently",0.12
"lenify",0.44
"lenitive",-0.39
"lenitive",-0.38
"lenity",0.12
"lens",0.10
"lenten",0.15
"lentiginose",-0.07
"lentiginous",-0.07
"leonardesque",0.17
"leopard",0.35
"leotard",0.02
"leper",-0.42
"lepidodendraceae",0.08
"lepidophobia",-0.06
"lepidote",-0.34
"lepiotaceae",0.28
"leppy",0.04
"leprechaun",0.25
"leprose",-0.34
"leprosy",-0.68
"leptoglossus",0.12
"leptomeningitis",-0.38
"leptorhine",0.12
"leptorrhine",0.12
"leptorrhinian",0.12
"leptorrhinic",0.12
"leptospira",-0.33
"leptospirosis",-0.17
"leresis",0.15
"lesbian",0.19
"lesbian",0.19
"lesion",-0.51
"lesquerella",-0.28
"less",-0.26
"less",0.10
"lessen",-0.12
"lessened",-0.35
"lesser",-0.01
"lesson",0.14
"less-traveled",0.08
"let",0.23
"let",0.23
"letch",0.17
"letdown",-0.42
"lethal",-0.63
"lethality",-0.16
"lethargic",-0.07
"lethargically",0.17
"lethargy",0.10
"letter",0.17
"letter",0.17
"lettered",0.15
"letterhead",-0.08
"lettering",0.03
"letter-perfect",0.28
"lettuce",0.21
"leucaemia",-0.25
"leucine",0.15
"leucocytosis",-0.07
"leucocytozoan",-0.01
"leucocytozoon",-0.01
"leucopenia",-0.07
"leucotomy",0.15
"leukaemia",-0.25
"leukemia",-0.88
"leukocytosis",-0.07
"leukoderma",-0.17
"leukoencephalitis",-0.19
"leukopenia",-0.07
"leukotomy",0.15
"levant",-0.28
"levee",0.02
"level",0.18
"level",0.18
"level",0.18
"levelheaded",0.36
"level-headed",0.36
"leveling",0.15
"lever",-0.12
"lever",-0.12
"leverage",-0.02
"leverage",-0.02
"levitate",0.10
"levitation",0.08
"levity",-0.40
"levulose",-0.07
"lewd",-0.35
"lewdly",-0.19
"lewdness",-0.02
"ley",-0.07
"lgb",0.15
"lgv",-0.17
"lhasa",-0.02
"li",-0.02
"liability",-0.38
"liable",-0.25
"liaison",0.01
"liar",-0.64
"libation",0.21
"libel",-0.33
"libel",-0.33
"libeler",0.21
"libellous",-0.39
"libelous",-0.39
"liberal",0.37
"liberalise",0.15
"liberalism",0.10
"liberality",0.17
"liberalize",0.15
"liberally",0.19
"liberalness",0.17
"liberate",0.19
"liberated",0.02
"liberation",0.43
"libertarian",0.21
"libertine",-0.18
"liberty",0.55
"libidinous",-0.13
"libido",0.46
"librarian",0.34
"library",0.33
"licence",-0.04
"license",0.22
"license",0.22
"licentious",0.06
"licentiously",0.12
"licentiousness",-0.02
"lichen",-0.16
"licit",0.33
"licitness",0.21
"lick",0.34
"lick",0.34
"licking",-0.18
"licorice",-0.10
"lid",0.03
"lidded",-0.12
"lidless",-0.32
"lie",-0.65
"lie",-0.65
"liederkranz",0.12
"lief",0.15
"liege",-0.10
"liege",-0.10
"lienal",-0.19
"lieutenant",-0.02
"life",0.42
"life-and-death",0.28
"lifeblood",0.10
"lifeboat",0.21
"life-giving",0.15
"lifeguard",0.33
"lifeless",-0.69
"lifelessly",5.04e-03
"lifelessness",-0.37
"lifelike",0.29
"lifeline",0.19
"lifelong",0.44
"life-or-death",0.28
"lifer",-0.31
"lifesaver",0.56
"lifesaving",0.15
"lifestyle",0.23
"life-threatening",-0.38
"lifetime",0.57
"lift",0.08
"lift",0.08
"liftoff",-0.07
"ligament",-0.20
"ligature",-0.23
"light",0.38
"light",0.38
"light",0.38
"light",0.38
"lightbulb",0.13
"light-duty",-0.42
"lighted",0.15
"lighten",0.30
"light-green",-0.07
"light-handed",-0.06
"lightheaded",-0.02
"light-headed",-0.26
"lightheadedness",-0.42
"lighthearted",0.28
"light-hearted",0.28
"light-heartedly",-0.03
"lightheartedness",-0.18
"lighthouse",0.31
"lighting",0.38
"lighting-up",0.12
"lightless",0.19
"lightlessness",-0.06
"lightly",-0.02
"light-minded",-0.25
"light-mindedness",-0.35
"lightness",0.34
"lightning",0.08
"light-of-love",0.15
"light-o'-love",0.15
"lightproof",-0.08
"lightsome",0.31
"lightsomely",-0.01
"lightsomeness",-0.18
"lights-out",-0.02
"light-tight",-0.08
"lightweight",0.22
"lightweight",0.22
"lightwood",0.08
"likable",0.45
"like",0.61
"like",0.61
"like",0.61
"likeable",-0.08
"liked",0.21
"likelihood",0.18
"likeliness",0.15
"likely",0.47
"likely",0.47
"like-minded",0.12
"likeness",0.40
"liking",0.06
"lilac",0.48
"lilac",0.48
"lilac-pink",-0.19
"liliaceae",-0.07
"lilium",-0.19
"lilliputian",0.01
"lilt",0.17
"lilting",-0.16
"lily",0.51
"lily-livered",-0.34
"limacine",-0.08
"limacoid",-0.08
"limb",-0.14
"limbed",-0.07
"limber",0.36
"limber",0.36
"limber",0.36
"limbo",-0.11
"limburger",0.12
"lime",0.27
"lime",0.27
"limelight",0.26
"limen",0.12
"limerick",-0.02
"limestone",0.01
"limey",-0.03
"limit",-0.11
"limit",-0.11
"limitation",0.13
"limited",-0.18
"limitedly",0.15
"limitless",0.52
"limitlessness",-0.42
"limnologically",0.12
"limo",0.28
"limousine",0.28
"limp",-0.54
"limp",-0.54
"limp",-0.54
"limper",-0.38
"limpet",-0.35
"limpid",0.27
"limpidity",0.09
"limpidly",0.15
"limping",0.12
"limpness",0.15
"line",-0.04
"line",-0.04
"lineage",0.08
"lineament",0.10
"linear",0.01
"linearly",0.12
"linebacker",0.10
"lined",-0.16
"linen",0.25
"liner",-0.05
"line-shooter",0.12
"line-shooting",0.12
"lineup",-0.13
"linger",-0.14
"lingerie",0.47
"lingering",-0.01
"lingo",0.08
"ling-pao",0.12
"linguica",0.12
"linguini",0.11
"linguist",1.0e-05
"linguistics",0.34
"liniment",-0.07
"lining",-0.01
"link",0.22
"link",0.22
"linoleum",-0.13
"lint",-0.17
"liomys",-0.01
"lion",0.21
"lionhearted",-0.02
"lionise",0.17
"lionize",0.17
"lip",0.34
"lipase",0.17
"lipidosis",-0.28
"lipless",-0.28
"lipochondrodystrophy",-0.42
"liposarcoma",0.12
"liposuction",-0.08
"lipped",0.15
"lipstick",0.33
"liquefiable",0.28
"liquescent",-0.07
"liqueur",-0.06
"liquid",0.08
"liquid",0.08
"liquidate",-0.26
"liquidity",0.08
"liquifiable",0.28
"liquor",-0.03
"lira",0.15
"liriope",-0.07
"lisp",-0.27
"lisp",-0.27
"lisper",0.12
"lissom",0.15
"lissome",0.15
"lissomeness",0.12
"list",0.22
"list",0.22
"listen",0.47
"listener",0.27
"listing",0.16
"listless",-0.29
"listlessly",0.12
"listlessness",0.15
"liszt",0.12
"lit",0.15
"liter",-0.15
"literacy",0.63
"literal",0.21
"literal",0.21
"literalism",-0.06
"literalness",0.12
"literary",0.23
"literate",0.11
"literati",0.12
"literature",0.35
"lithe",0.15
"lithe-bodied",-0.19
"litheness",0.12
"lithesome",0.15
"lithium",-0.06
"lithodidae",-0.19
"litigation",-0.30
"litigator",-0.37
"litigious",0.17
"litigiousness",-0.01
"litotes",-0.28
"litter",-0.60
"litter",-0.60
"littered",-0.34
"little",0.22
"little",0.22
"little",0.22
"little-known",-0.28
"littleneck",0.11
"littleness",0.16
"littler",-0.07
"liturgist",-0.07
"livable",0.28
"live",0.73
"live",0.73
"liveable",0.28
"live-bearing",-0.07
"liveborn",0.08
"livedo",-0.42
"livelihood",0.30
"liveliness",0.15
"livelong",-0.07
"lively",0.53
"liven",0.27
"liver",-0.20
"liver",-0.20
"liveried",-0.34
"liverish",-0.42
"livery",-0.10
"livery",-0.10
"livestock",0.23
"livid",-0.39
"lividity",-0.12
"lividly",0.15
"lividness",-0.38
"living",0.20
"lizard",0.10
"llama",0.10
"lld",-0.07
"load",-0.14
"load",-0.14
"load-bearing",0.28
"loaded",-0.11
"loader",-0.13
"loading",0.01
"loads",-0.19
"loaf",0.18
"loaf",0.18
"loafer",-0.23
"loan",-0.20
"loan",-0.20
"loath",-0.19
"loathe",-0.58
"loather",-0.28
"loathing",-0.64
"loathly",-0.35
"loathsome",-0.52
"loathsomeness",-0.13
"lob",0.12
"lobate",-0.06
"lobated",-0.01
"lobby",-0.06
"lobby",-0.06
"lobbyism",-0.07
"lobbyist",-0.42
"lobe",-0.12
"lobed",-0.05
"lobeliaceae",-0.07
"lobotomy",-0.63
"lobster",0.35
"local",0.44
"local",0.44
"localized",0.01
"locate",0.14
"location",0.19
"locator",0.03
"loch",0.16
"lock",-0.11
"lock",-0.11
"locker",-0.05
"locket",0.17
"lock-gate",0.15
"locksmith",0.12
"lockstep",0.11
"lockup",-0.45
"loco",-0.11
"locoism",-0.38
"locomotive",0.23
"locomotive",0.23
"locoweed",-0.02
"locust",-0.46
"lode",0.06
"lodge",0.35
"lodge",0.35
"lodgement",0.01
"lodging",0.02
"lodgings",0.12
"lodgment",0.01
"lodine",-0.19
"loess",-0.07
"loft",0.24
"loft",0.24
"loftily",0.12
"loftiness",0.19
"lofty",0.16
"log",-0.01
"log",-0.01
"logarithmically",0.15
"loggerhead",-0.12
"loggerheaded",0.17
"logginess",0.12
"logic",0.39
"logical",0.34
"logicality",0.36
"logically",0.10
"logicalness",0.36
"loginess",0.12
"logion",-0.28
"logistics",0.01
"logjam",0.04
"logo",0.13
"logomania",-0.34
"logorrhea",-0.34
"logy",-0.34
"lohan",0.17
"loiter",0.12
"loki",-0.19
"loll",-0.06
"lollipop",0.57
"lollygag",0.12
"lomatia",0.15
"lomustine",0.12
"londoner",0.12
"lone",-0.31
"loneliness",-0.66
"lonely",-0.58
"loner",-0.37
"lonesome",-0.41
"lonesomeness",-0.33
"long",-0.13
"long",-0.05
"longanimity",0.36
"longanimous",0.15
"longboat",0.08
"long-dated",0.15
"longed-for",0.28
"longevity",0.39
"long-faced",0.21
"long-familiar",-0.07
"longhand",-0.19
"longing",-0.08
"longingly",0.15
"longitude",-0.06
"longitudinally",0.12
"long-legged",0.12
"long-life",0.15
"long-range",0.17
"long-shanked",0.12
"longsighted",0.23
"longsightedness",0.12
"long-snouted",0.21
"long-spurred",0.21
"long-sufferance",-0.42
"long-suffering",-0.42
"long-suffering",-0.38
"longtime",0.12
"long-windedly",0.15
"long-windedness",-0.38
"look",0.23
"look",0.23
"looker",0.26
"looking",-0.07
"looking",0.10
"lookout",-0.14
"loom",-0.01
"loom",-0.01
"loon",-0.06
"looney",-0.28
"loony",-0.13
"loony",-0.13
"loop",0.06
"loop",0.06
"loophole",-0.04
"loopy",-0.08
"loose",-0.12
"loose",-0.12
"loose",-0.12
"loose-jointed",0.17
"loose-jowled",-0.28
"looseleaf",0.15
"loosely",0.05
"loosen",6.0e-05
"looseness",0.23
"loot",-0.14
"loot",-0.14
"lop",-0.05
"lope",0.12
"lopid",-0.07
"lopressor",-0.07
"lopsided",-0.20
"lopsidedly",0.12
"lopsidedness",-0.19
"loquacious",-0.05
"loquaciously",0.15
"loquaciousness",-0.02
"loquacity",-0.02
"lorazepam",-0.28
"lord",0.14
"lordless",-0.25
"lordliness",0.12
"lordly",-0.11
"lordolatry",0.21
"lordosis",-0.28
"lordotic",-0.34
"lordship",0.05
"lore",0.35
"lorelei",-0.07
"lorenz",0.21
"lorgnette",0.12
"lorica",-0.07
"lose",-0.35
"loser",-0.53
"loss",-0.52
"lossless",-0.38
"lossy",-0.28
"lost",-0.61
"lost",-0.61
"lot",0.03
"loth",-0.19
"lothario",0.15
"lotion",0.13
"lots",-0.19
"lots",0.15
"lottery",0.33
"lotto",0.26
"lotus",0.31
"lotus-eater",0.15
"lotusland",0.20
"louche",0.20
"loud",-0.10
"loudmouth",-0.44
"loud-mouthed",-0.34
"loudness",0.01
"loudspeaker",-0.08
"lounge",0.23
"lounge",0.23
"lounger",-0.02
"loungewear",-0.28
"lour",-0.04
"louse",-0.41
"lousiness",-0.32
"lousy",-0.46
"loutish",-0.26
"louvered",-0.34
"lovable",0.81
"love",0.75
"loveable",0.28
"lovebird",0.10
"loved",0.66
"lovelace",0.12
"loveless",-0.60
"loveliness",0.62
"lovelorn",-0.42
"lovely",0.63
"lovely",0.63
"lovemaking",0.73
"lover",0.76
"loverlike",0.21
"loverly",0.21
"lovesick",-0.34
"lovesickness",-0.01
"lovesome",0.28
"love-song",0.12
"love-token",0.21
"loving",0.36
"loving-kindness",0.28
"lovingly",0.12
"lovingness",0.09
"low",-0.15
"low",-0.15
"low",-0.15
"low",-0.15
"low-altitude",-0.34
"low-backed",-0.07
"lowball",0.12
"lowbred",-0.05
"lowbrow",-0.02
"lowbrowed",-0.02
"low-budget",0.17
"low-ceilinged",-0.34
"low-cut",-0.08
"low-density",-0.10
"low-down",-0.47
"lowell",0.20
"lower",-0.07
"lower",0.01
"lowerclassman",-0.34
"lowered",-0.07
"lowering",-0.18
"lowermost",0.08
"lower-ranking",-0.42
"lowest",-0.06
"low-grade",-0.37
"low-interest",-0.16
"low-key",0.08
"low-keyed",0.08
"lowland",-0.28
"lowland",-0.19
"low-level",-0.44
"lowlife",-0.58
"lowliness",-0.29
"lowly",-0.25
"low-lying",-0.06
"low-necked",-0.19
"lowness",-0.40
"low-pressure",-0.17
"low-resolution",0.12
"low-rise",-0.19
"lowset",-0.34
"low-set",-0.10
"low-spirited",-0.39
"low-spiritedness",-0.33
"low-tech",0.12
"low-tension",0.08
"low-voltage",0.08
"lox",-0.06
"loxapine",-0.19
"loxitane",-0.19
"loyal",0.57
"loyally",0.17
"loyalty",0.54
"luau",0.26
"lubberly",-0.10
"lube",0.02
"lube",0.02
"lubricant",0.08
"lubricate",0.08
"lubricated",-0.19
"lubrication",0.10
"lubricator",0.21
"lubricious",-0.25
"lubricity",0.15
"lucent",0.15
"lucid",0.08
"lucidity",0.17
"lucidly",0.15
"lucidness",0.15
"lucifer",-0.02
"lucilia",-0.19
"luck",0.43
"luckily",0.21
"luckiness",0.15
"luckless",-0.39
"lucky",0.58
"lucrative",0.45
"lucrativeness",0.36
"lucubration",-0.10
"luculent",0.21
"lucullan",-0.06
"ludicrous",-0.26
"ludicrously",0.12
"lug",-0.10
"luggage",0.04
"lugubrious",-0.39
"lugubriousness",-0.39
"lukewarm",-0.12
"lukewarmly",0.15
"lukewarmness",-0.02
"lull",-0.23
"lull",-0.23
"lullaby",0.64
"lulu",0.15
"lumbar",-0.13
"lumber",0.16
"lumber",0.16
"lumbering",-0.07
"lumberjack",0.19
"luminance",0.06
"luminescence",-0.22
"luminescent",0.12
"luminosity",0.06
"luminous",0.32
"luminousness",0.06
"lump",-0.48
"lump",-0.48
"lumpectomy",-0.34
"lumpen",0.15
"lumpish",0.15
"lumpy",-0.31
"lunacy",-0.10
"lunar",0.28
"lunate",0.15
"lunatic",-0.38
"lunatic",-0.38
"lunch",0.41
"lunch",0.41
"luncheon",0.54
"lunchtime",0.56
"lunette",0.10
"lung",-0.04
"lunge",-0.18
"lunge",-0.18
"lung-like",-0.42
"lung-power",0.12
"lunkhead",-0.28
"lupus",-0.05
"lurch",-0.27
"lurch",-0.27
"lurcher",0.15
"lure",-0.08
"lure",-0.08
"lurid",-0.16
"luridly",0.15
"luridness",-0.23
"lurk",-0.38
"lurker",0.15
"luscious",0.47
"lusciousness",-0.08
"lush",0.37
"lushness",-0.19
